ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,Segmentation
465869,Male,No,42,Yes,Doctor,1,Low,1,Cat_6,A
465870,Male,No,40,Yes,Artist,5,Low,2,Cat_6,A
465871,Male,No,33,No,Entertainment,8,Low,1,Cat_6,A
465872,Female,No,33,Yes,Engineer,10,Low,1,Cat_6,A
465873,Male,No,35,Yes,Entertainment,13,Low,1,Cat_6,D
465873,Male,No,36,Yes,Entertainment,13,Low,1,Cat_6,A
465874,Female,No,26,Yes,Artist,1,Low,2,Cat_6,D
465875,Female,No,39,Yes,Artist,9,Low,1,Cat_6,A
465876,Male,No,25,No,Executive,0,Low,3,Cat_6,A
465877,Female,No,48,Yes,Artist,6,Low,1,Cat_6,D
465879,Male,No,39,Yes,Artist,0,Low,1,Cat_6,A
465880,Female,No,46,Yes,Entertainment,1,Low,2,Cat_6,A
465881,Male,No,43,Yes,Artist,8,Low,,Cat_6,A
465882,Male,No,35,Yes,Artist,0,Low,1,Cat_6,B
465883,Male,Yes,33,No,Artist,,Low,4,Cat_6,A
465884,Male,Yes,37,Yes,Executive,6,High,3,Cat_6,D
465884,Male,Yes,40,Yes,Executive,7,High,3,Cat_6,A
465885,Female,No,41,Yes,Marketing,1,Low,2,Cat_6,A
465888,Male,Yes,37,Yes,Doctor,8,Average,2,Cat_6,A
465890,Female,No,39,Yes,Artist,9,Low,1,Cat_6,B
465891,Female,Yes,28,Yes,Artist,8,Low,2,Cat_6,A
465892,Male,No,40,Yes,Artist,9,Low,3,Cat_6,A
465893,Female,Yes,43,Yes,Engineer,0,Average,2,Cat_6,B
465893,Female,Yes,40,Yes,Engineer,1,Average,2,Cat_6,A
465894,Male,No,27,Yes,Artist,8,Low,6,Cat_6,D
465894,Male,No,28,Yes,Artist,9,Low,6,Cat_6,A
465895,Female,Yes,31,No,Artist,7,Average,2,Cat_6,B
465896,Male,No,32,No,Doctor,2,Low,2,Cat_6,D
465897,Female,Yes,42,Yes,Artist,9,Low,1,Cat_6,A
465898,Female,No,37,Yes,Artist,12,Low,2,Cat_6,A
465899,Female,No,38,Yes,Doctor,9,Low,2,Cat_6,B
465900,Female,No,36,Yes,Entertainment,7,Low,1,Cat_6,A
465902,Male,No,25,Yes,Executive,3,Low,3,Cat_6,D
465903,Female,No,51,Yes,Artist,0,Low,1,Cat_6,B
465904,Male,No,37,Yes,Artist,9,Low,1,Cat_6,A
465905,Female,No,32,Yes,Artist,9,Low,1,Cat_6,A
465906,Female,No,35,Yes,Artist,5,Low,1,Cat_6,A
465907,Female,No,25,Yes,Marketing,8,Low,,Cat_1,D
465907,Female,No,31,Yes,Marketing,8,Low,,Cat_1,A
465908,Female,No,50,No,Engineer,1,Low,1,Cat_6,A
465909,Male,Yes,39,Yes,Entertainment,9,Low,1,Cat_6,A
465910,Male,Yes,38,No,Artist,10,Average,4,Cat_7,A
465911,Female,No,28,Yes,Artist,9,Low,1,Cat_6,A
465912,Female,No,63,Yes,Artist,1,Low,2,Cat_6,B
465913,Female,Yes,29,Yes,Artist,10,Low,2,Cat_6,B
465914,Female,No,46,Yes,Artist,3,Low,2,Cat_6,B
465915,Male,Yes,40,Yes,Entertainment,8,Average,2,Cat_6,B
465916,Male,No,42,Yes,Artist,3,Low,1,Cat_6,B
465916,Male,No,41,Yes,Artist,4,Low,1,Cat_6,A
465917,Male,No,36,Yes,Artist,13,Low,1,Cat_6,B
465918,Female,No,39,Yes,Artist,5,Low,3,Cat_6,B
465919,Female,No,50,Yes,Artist,0,Low,1,Cat_6,B
465920,Male,No,43,Yes,Executive,1,Low,4,Cat_6,A
465921,Female,No,25,Yes,Artist,8,Low,1,Cat_6,B
465922,Female,No,31,Yes,Healthcare,9,Low,3,Cat_6,D
465923,Female,No,30,Yes,Engineer,9,Low,5,Cat_6,D
465923,Female,No,28,Yes,Engineer,9,Low,5,Cat_6,A
465924,Female,No,28,Yes,Marketing,0,Low,2,Cat_6,D
465925,Male,No,26,Yes,Healthcare,1,Low,1,Cat_6,D
465925,Male,No,30,Yes,Healthcare,1,Low,1,Cat_6,A
465926,Male,Yes,26,Yes,Healthcare,6,Low,2,Cat_6,D
465927,Female,No,25,Yes,Healthcare,0,Low,1,Cat_6,D
465927,Female,No,30,Yes,Healthcare,1,Low,1,Cat_6,A
465928,Female,No,32,Yes,Healthcare,6,Low,3,Cat_6,D
465929,Male,No,26,Yes,Healthcare,8,Low,5,Cat_6,D
465930,Female,No,36,Yes,Artist,9,Low,2,Cat_6,A
465930,Female,No,38,Yes,Artist,9,Low,2,Cat_6,A
465931,Male,Yes,38,Yes,Artist,6,Low,1,Cat_7,D
465931,Male,Yes,43,Yes,Artist,7,Low,1,Cat_7,A
465932,Male,No,35,No,Artist,1,Low,1,Cat_7,A
465935,Male,No,27,Yes,Entertainment,9,Low,1,Cat_6,A
465935,Male,No,29,Yes,Entertainment,9,Low,1,Cat_6,A
465936,Male,No,35,Yes,Artist,6,Low,3,Cat_6,B
465937,Female,No,30,Yes,Healthcare,9,Low,3,Cat_6,D
465937,Female,No,30,Yes,Healthcare,9,Low,3,Cat_6,A
465939,Female,No,32,Yes,Engineer,0,Low,2,Cat_6,D
465940,Female,No,53,Yes,Artist,0,Low,2,,A
465941,Male,Yes,27,Yes,Healthcare,0,Low,2,Cat_6,A
465942,Female,Yes,33,Yes,Marketing,8,High,2,Cat_6,D
465943,Male,No,26,No,Healthcare,0,Low,,Cat_6,D
465944,Female,Yes,36,No,Engineer,4,High,3,Cat_7,A
465945,Female,No,52,Yes,Artist,0,Low,1,Cat_6,D
465946,Female,Yes,50,Yes,,1,Low,2,Cat_3,A
465948,Female,Yes,46,Yes,Artist,1,Average,2,Cat_6,B
465948,Female,Yes,48,Yes,Artist,0,Average,2,Cat_6,A
465950,Female,Yes,52,Yes,Artist,6,Low,2,Cat_6,A
465952,Male,No,25,Yes,Healthcare,8,Low,3,Cat_6,D
465953,Female,No,50,Yes,Artist,1,Low,1,Cat_6,D
465953,Female,No,51,Yes,Artist,1,Low,1,Cat_6,A
465954,Female,No,33,Yes,Entertainment,11,Low,3,Cat_6,A
465955,Male,No,25,Yes,Marketing,8,Low,3,Cat_6,A
465956,Male,Yes,39,Yes,Entertainment,4,Average,4,Cat_6,A
465957,Female,No,46,Yes,Marketing,1,Low,1,Cat_6,D
465957,Female,No,48,Yes,Marketing,0,Low,1,Cat_6,A
465958,Female,No,36,Yes,Artist,5,Low,,Cat_6,D
465959,Female,No,49,Yes,Engineer,9,Low,1,Cat_6,A
465960,Female,No,32,Yes,Marketing,8,Low,1,Cat_6,D
465960,Female,No,28,Yes,Marketing,9,Low,1,Cat_6,A
465961,Female,No,40,Yes,Artist,3,Low,1,Cat_6,A
465962,Male,Yes,33,Yes,Healthcare,0,Low,2,Cat_7,A
465963,Male,Yes,46,Yes,Artist,0,Low,2,Cat_6,B
465963,Male,Yes,51,Yes,Artist,1,Low,2,Cat_6,A
465964,Female,Yes,47,No,Marketing,2,Low,1,Cat_6,D
465965,Female,Yes,41,No,Marketing,8,Low,2,Cat_6,A
465965,Female,Yes,36,No,Marketing,8,Low,2,Cat_6,A
465966,Male,No,36,Yes,Doctor,9,Low,1,Cat_6,B
465967,Male,Yes,36,No,Doctor,6,Low,3,Cat_6,A
465968,Female,No,35,Yes,Artist,10,Low,1,Cat_6,A
465969,Female,No,28,Yes,Doctor,12,Low,2,Cat_7,D
465970,Female,Yes,38,No,Artist,1,Low,1,Cat_6,B
465971,Male,Yes,57,Yes,Artist,0,Low,1,Cat_6,D
465972,Female,No,47,Yes,Marketing,9,Low,1,Cat_6,D
465972,Female,No,51,Yes,Marketing,9,Low,1,Cat_6,A
465973,Female,Yes,50,Yes,Artist,8,Average,2,Cat_6,B
465974,Male,Yes,52,Yes,Executive,7,High,4,Cat_4,C
465974,Male,Yes,45,Yes,Executive,5,High,4,Cat_4,A
465975,Male,No,42,Yes,Artist,8,Low,1,Cat_6,A
465975,Male,No,40,Yes,Artist,8,Low,1,Cat_6,A
465976,Male,No,40,Yes,Artist,0,Low,1,Cat_7,A
465977,Male,Yes,71,Yes,Artist,0,Average,2,Cat_6,C
465978,Male,Yes,50,Yes,Artist,1,Average,3,Cat_6,B
465979,Male,Yes,43,Yes,Artist,2,Low,2,Cat_6,B
465979,Male,Yes,41,Yes,Artist,2,Low,2,Cat_6,A
465980,Female,No,31,Yes,Healthcare,1,Low,7,Cat_6,A
465981,Male,No,28,No,Artist,0,Low,2,Cat_6,A
465982,Male,Yes,41,Yes,Entertainment,0,Average,4,Cat_6,B
465982,Male,Yes,43,Yes,Entertainment,0,Average,4,Cat_6,A
465983,Male,,19,No,Healthcare,0,Low,3,Cat_6,D
465983,Male,,21,No,Healthcare,1,Low,3,Cat_6,A
465984,Male,,23,No,Healthcare,8,High,5,Cat_6,D
465985,Male,No,31,Yes,Artist,1,Low,3,Cat_6,D
465987,Male,,20,No,Healthcare,1,Low,3,Cat_2,D
465988,Female,Yes,58,Yes,Homemaker,0,High,2,Cat_5,B
465989,Female,No,28,No,Healthcare,9,Low,2,Cat_6,D
465990,Male,Yes,48,No,Executive,2,High,2,Cat_2,D
465991,Female,No,38,Yes,Healthcare,0,Low,5,Cat_6,D
465992,Male,Yes,53,Yes,Entertainment,1,Low,3,Cat_6,A
465993,Female,No,27,No,Engineer,0,Low,2,Cat_6,D
465994,Male,No,32,No,Doctor,3,Low,3,Cat_7,D
465995,Male,No,27,No,Entertainment,0,Low,3,Cat_2,D
465996,Male,No,23,No,Healthcare,1,Low,4,Cat_6,A
465997,Female,No,33,No,Doctor,1,Low,3,Cat_6,D
465997,Female,No,31,No,Doctor,0,Low,3,Cat_6,A
465998,Female,No,40,Yes,Engineer,6,Low,3,Cat_6,D
465999,Female,Yes,32,No,,8,Low,1,Cat_6,D
466000,Male,Yes,38,Yes,Doctor,5,Low,2,Cat_1,A
466001,Female,Yes,36,Yes,Entertainment,6,Low,2,Cat_6,B
466001,Female,Yes,42,Yes,Entertainment,6,Low,2,Cat_6,A
466002,Male,Yes,51,Yes,Doctor,1,High,2,Cat_3,C
466003,Female,Yes,27,Yes,Marketing,9,Low,1,Cat_3,C
466004,Male,Yes,52,Yes,Artist,0,Average,6,Cat_4,C
466005,Male,No,62,Yes,Entertainment,1,Low,4,Cat_2,C
466006,Female,Yes,49,Yes,Artist,1,Low,2,,C
466007,Male,Yes,61,No,Artist,0,Low,1,Cat_7,A
466008,Male,Yes,36,Yes,Artist,1,Low,2,Cat_6,C
466009,Female,No,32,No,,10,Low,5,Cat_6,C
466010,Female,Yes,69,No,Doctor,0,Low,1,Cat_3,A
466011,Male,Yes,74,Yes,Lawyer,1,High,2,Cat_4,B
466012,Male,Yes,56,,Artist,2,Average,3,Cat_4,B
466013,Male,No,22,No,Healthcare,2,Low,3,Cat_4,D
466014,Female,Yes,47,No,Engineer,0,High,2,Cat_4,A
466015,Male,Yes,69,No,Entertainment,3,Low,8,Cat_6,A
466016,Female,No,48,Yes,Homemaker,1,Low,1,Cat_3,B
466017,Female,Yes,45,Yes,Homemaker,1,Low,1,Cat_3,B
466017,Female,Yes,45,Yes,Homemaker,0,Low,1,Cat_3,A
466018,Male,Yes,72,Yes,Artist,0,Low,3,Cat_4,C
466019,Female,Yes,63,Yes,Artist,5,Low,1,Cat_3,C
466019,Female,Yes,63,Yes,Artist,5,Low,1,Cat_3,A
466020,Male,Yes,83,No,Lawyer,0,Low,1,Cat_6,D
466020,Male,Yes,86,No,Lawyer,0,Low,1,Cat_6,A
466021,Male,No,87,No,Lawyer,1,Low,1,Cat_6,A
466022,Female,Yes,67,No,Engineer,,High,3,Cat_7,B
466022,Female,Yes,67,No,Engineer,,High,3,Cat_7,A
466023,Male,Yes,68,No,Executive,,High,3,Cat_7,B
466023,Male,Yes,71,No,Executive,,High,3,Cat_7,A
466024,Female,Yes,35,No,Entertainment,10,Low,2,Cat_3,A
466024,Female,Yes,43,No,Entertainment,14,Low,2,Cat_3,A
466025,Female,No,50,No,Engineer,1,Low,1,Cat_3,A
466026,Female,,49,No,Entertainment,0,Low,1,Cat_3,A
466027,Female,Yes,70,No,Engineer,7,Low,1,Cat_3,B
466028,Male,Yes,50,Yes,Artist,4,Average,4,Cat_3,B
466029,Female,No,28,No,Executive,0,Low,1,Cat_2,A
466030,Female,Yes,36,No,Entertainment,8,Low,2,Cat_6,B
466031,Female,No,30,No,Entertainment,6,Low,1,Cat_6,A
466032,Male,,28,No,Entertainment,,Low,2,Cat_6,B
466032,Male,,28,No,Entertainment,,Low,2,Cat_6,A
466033,Female,Yes,40,Yes,Artist,0,Average,4,Cat_6,B
466034,Female,Yes,71,No,Engineer,2,Low,1,Cat_6,B
466035,Female,Yes,86,Yes,Lawyer,1,Low,2,Cat_6,B
466036,Female,Yes,89,Yes,Lawyer,1,Low,,Cat_6,A
466037,Female,No,53,No,Entertainment,1,Low,1,Cat_4,A
466038,Female,No,27,No,Homemaker,9,Low,1,Cat_4,A
466039,Female,No,29,No,Entertainment,0,Low,,Cat_4,A
466041,Female,Yes,52,,Engineer,1,Low,1,Cat_4,A
466042,Male,Yes,47,No,Entertainment,0,Low,2,Cat_6,A
466043,Female,Yes,46,Yes,Artist,1,Average,4,Cat_6,B
466043,Female,Yes,53,Yes,Artist,0,Average,4,Cat_6,A
466044,Male,Yes,27,No,Entertainment,0,Average,4,Cat_6,A
466045,Female,No,38,No,Entertainment,8,Low,2,Cat_6,B
466046,Female,Yes,36,No,Entertainment,1,Average,2,Cat_4,A
466046,Female,Yes,36,No,Entertainment,1,Average,2,Cat_4,A
466047,Male,No,32,No,,0,Low,5,Cat_4,A
466048,Male,No,25,No,Entertainment,3,Low,1,Cat_4,A
466049,Female,No,25,Yes,Doctor,0,Low,1,Cat_4,A
466051,Male,No,25,No,Executive,3,Low,1,Cat_4,A
466052,Female,Yes,37,Yes,Homemaker,5,Low,2,Cat_4,D
466053,Female,No,25,No,Doctor,2,Low,1,Cat_4,D
466054,Female,Yes,33,No,Homemaker,8,Average,4,Cat_4,D
466055,Male,Yes,52,Yes,Entertainment,1,Average,3,Cat_4,B
466056,Female,No,36,Yes,Artist,1,Low,1,Cat_4,B
466057,Female,Yes,38,No,Doctor,1,Average,2,Cat_4,D
466058,Male,Yes,35,No,Entertainment,1,Low,,Cat_4,A
466058,Male,Yes,35,No,Entertainment,1,Low,,Cat_4,A
466059,Male,Yes,25,No,Entertainment,1,Average,2,Cat_4,A
466060,Male,Yes,60,Yes,Artist,1,Average,2,Cat_3,B
466061,Female,No,41,,,2,Low,1,Cat_3,A
466062,Male,Yes,56,Yes,Artist,4,Low,3,Cat_3,B
466063,Female,Yes,48,Yes,Entertainment,0,Low,1,Cat_3,B
466064,Female,Yes,31,No,Entertainment,0,Average,2,Cat_3,A
466065,Male,,19,No,Healthcare,9,Low,3,Cat_3,D
466066,Female,No,73,Yes,Artist,0,Low,1,Cat_6,C
466067,Male,Yes,69,Yes,Artist,0,Average,5,Cat_3,C
466068,Female,Yes,53,Yes,Artist,2,Low,1,Cat_6,C
466069,Female,Yes,49,Yes,Artist,0,High,4,,B
466069,Female,Yes,48,Yes,Artist,1,High,4,,A
466070,Female,Yes,61,Yes,Artist,1,Average,5,Cat_6,C
466071,Female,Yes,60,Yes,Artist,2,Low,3,Cat_4,B
466071,Female,Yes,60,Yes,Artist,3,Low,3,Cat_4,A
466072,Female,No,23,No,Healthcare,1,Low,3,Cat_3,D
466073,Female,Yes,62,No,Engineer,8,High,2,Cat_4,A
466074,Female,No,29,No,Engineer,9,Low,2,Cat_4,A
466075,Female,Yes,50,Yes,Engineer,1,Average,4,Cat_4,B
466076,Male,No,19,No,Healthcare,8,Low,3,Cat_6,D
466077,Male,Yes,35,Yes,Doctor,9,High,3,Cat_6,A
466078,Female,Yes,51,No,Executive,,Low,1,Cat_6,A
466078,Female,Yes,45,No,Executive,,Low,1,Cat_6,A
466079,Female,Yes,40,No,Engineer,1,Low,2,Cat_6,A
466079,Female,Yes,42,No,Engineer,0,Low,2,Cat_6,A
466080,Male,,33,No,Marketing,1,High,1,Cat_6,D
466081,Female,Yes,25,Yes,Artist,8,Average,2,Cat_4,C
466082,Female,Yes,83,Yes,Lawyer,1,Low,1,Cat_6,C
466082,Female,Yes,89,Yes,Lawyer,1,Low,1,Cat_6,A
466083,Female,No,21,No,Marketing,2,Low,2,Cat_3,D
466083,Female,No,23,No,Marketing,4,Low,2,Cat_3,A
466084,Male,Yes,49,Yes,Homemaker,12,Low,1,Cat_3,A
466084,Male,Yes,46,Yes,Homemaker,11,Low,1,Cat_3,A
466085,Male,No,19,No,,9,Low,4,Cat_4,D
466085,Male,No,22,No,,8,Low,4,Cat_4,A
466086,Male,Yes,80,Yes,Lawyer,0,High,2,Cat_6,C
466087,Male,,22,No,Healthcare,8,High,6,Cat_4,D
466088,Female,No,31,No,Healthcare,0,Low,7,Cat_6,B
466088,Female,No,30,No,Healthcare,0,Low,7,Cat_6,A
466089,Male,No,59,No,Entertainment,0,Low,3,Cat_6,B
466090,Male,Yes,57,Yes,Entertainment,1,Low,,Cat_6,A
466090,Male,Yes,58,Yes,Entertainment,0,Low,,Cat_6,A
466091,Female,Yes,46,Yes,Artist,1,Low,4,Cat_4,B
466092,Male,Yes,65,Yes,Artist,1,Average,4,Cat_6,B
466092,Male,Yes,73,Yes,Artist,0,Average,4,Cat_6,A
466093,Male,No,52,Yes,Entertainment,1,Low,5,Cat_4,B
466094,Female,No,31,No,Healthcare,0,Low,3,Cat_6,B
466095,Female,,27,Yes,Healthcare,1,Low,6,Cat_6,C
466096,Male,Yes,76,Yes,Lawyer,0,Low,2,Cat_4,B
466097,Female,Yes,74,No,Lawyer,1,Low,1,Cat_6,A
466098,Male,Yes,78,Yes,Lawyer,1,High,2,Cat_6,A
466099,Female,Yes,73,Yes,Lawyer,1,Low,1,Cat_6,B
466099,Female,Yes,71,Yes,Lawyer,0,Low,1,Cat_6,A
466100,Male,Yes,66,Yes,Executive,1,Low,2,Cat_6,A
466101,Female,No,22,No,Healthcare,0,Low,7,Cat_6,D
466102,Female,No,33,No,Healthcare,1,Low,6,Cat_3,C
466103,Female,Yes,40,No,Engineer,0,Low,5,Cat_6,C
466103,Female,Yes,35,No,Engineer,0,Low,5,Cat_6,A
466104,Male,Yes,81,Yes,Lawyer,1,Low,1,Cat_6,B
466105,Female,Yes,65,Yes,Artist,1,Average,4,Cat_6,C
466106,Female,Yes,63,No,Artist,0,Average,5,Cat_6,C
466107,Male,Yes,48,Yes,Entertainment,1,Average,6,Cat_6,C
466108,Female,Yes,60,Yes,Executive,0,Low,2,Cat_6,B
466109,Male,Yes,51,Yes,Entertainment,1,Average,4,Cat_6,B
466109,Male,Yes,52,Yes,Entertainment,1,Average,4,Cat_6,A
466110,Male,Yes,77,Yes,Lawyer,0,Low,1,Cat_6,A
466111,Male,Yes,84,Yes,Lawyer,0,Low,2,Cat_6,A
466112,Male,Yes,51,Yes,Entertainment,1,Average,2,Cat_6,B
466114,Male,Yes,52,Yes,Entertainment,1,Average,5,Cat_6,C
466114,Male,Yes,47,Yes,Entertainment,1,Average,5,Cat_6,A
466115,Male,Yes,37,No,Executive,1,Low,2,Cat_6,A
466115,Male,Yes,39,No,Executive,0,Low,2,Cat_6,A
466116,Male,Yes,62,Yes,Artist,0,Average,9,Cat_3,C
466117,Male,Yes,62,Yes,Artist,1,Average,2,Cat_3,C
466118,Female,Yes,36,No,Engineer,1,Low,3,Cat_4,A
466118,Female,Yes,40,No,Engineer,0,Low,3,Cat_4,A
466119,Female,Yes,57,No,Engineer,0,Low,1,Cat_3,B
466120,Female,Yes,37,No,Marketing,0,Low,4,Cat_6,D
466121,Female,Yes,57,Yes,Artist,1,Average,6,Cat_3,C
466122,Female,,28,Yes,Healthcare,4,Low,8,Cat_3,C
466123,Male,Yes,70,Yes,Entertainment,0,Low,1,Cat_6,A
466124,Female,No,47,Yes,Artist,0,Low,1,Cat_6,B
466124,Female,No,46,Yes,Artist,1,Low,1,Cat_6,A
466125,Female,Yes,65,Yes,Artist,0,Low,2,Cat_6,B
466126,Female,Yes,57,No,Engineer,0,Low,1,Cat_6,B
466127,Male,Yes,51,Yes,Doctor,1,Average,4,Cat_6,A
466128,Male,No,35,Yes,Artist,4,Low,2,Cat_6,A
466128,Male,No,40,Yes,Artist,3,Low,2,Cat_6,A
466130,Female,No,27,No,Artist,0,Low,6,Cat_6,D
466130,Female,No,27,No,Artist,1,Low,6,Cat_6,A
466131,Female,No,43,Yes,Artist,1,Low,1,Cat_6,D
466132,Female,No,23,No,Healthcare,4,Low,4,Cat_7,A
466133,Female,No,21,No,Healthcare,7,Low,5,Cat_2,D
466134,Male,Yes,39,Yes,Doctor,0,High,3,Cat_6,C
466135,Male,Yes,47,Yes,Artist,1,Low,2,Cat_3,B
466136,Female,No,19,Yes,Artist,0,Low,2,Cat_6,A
466136,Female,No,21,Yes,Artist,1,Low,2,Cat_6,A
466137,Female,,31,No,Healthcare,0,Low,4,Cat_6,C
466138,Male,Yes,71,No,Lawyer,3,High,2,Cat_6,D
466138,Male,Yes,70,No,Lawyer,2,High,2,Cat_6,A
466139,Female,Yes,51,No,Doctor,0,Average,3,Cat_6,C
466140,Male,Yes,30,Yes,Entertainment,0,Low,2,Cat_6,A
466140,Male,Yes,28,Yes,Entertainment,1,Low,2,Cat_6,A
466141,Female,Yes,60,Yes,Homemaker,1,Low,4,Cat_6,C
466141,Female,Yes,58,Yes,Homemaker,1,Low,4,Cat_6,A
466142,Female,Yes,29,Yes,Entertainment,0,Average,2,Cat_6,A
466142,Female,Yes,27,Yes,Entertainment,0,Average,2,Cat_6,A
466143,Female,Yes,48,No,Engineer,0,Average,5,,C
466143,Female,Yes,49,No,Engineer,0,Average,5,,A
466144,Female,Yes,48,No,Artist,0,Low,,,C
466145,Male,Yes,56,No,Entertainment,1,Average,3,Cat_6,C
466146,Female,Yes,41,No,Engineer,8,Average,3,Cat_6,C
466146,Female,Yes,37,No,Engineer,8,Average,3,Cat_6,A
466147,Female,Yes,52,No,Artist,0,Average,4,Cat_6,C
466148,Male,Yes,39,No,Entertainment,0,Average,4,Cat_6,C
466148,Male,Yes,39,No,Entertainment,1,Average,4,Cat_6,A
466149,Female,No,30,No,Doctor,3,Low,4,Cat_6,A
466149,Female,No,28,No,Doctor,2,Low,4,Cat_6,A
466150,Male,Yes,51,Yes,Artist,1,Low,2,Cat_6,B
466152,Male,Yes,40,No,Engineer,8,Low,1,Cat_6,A
466153,Male,Yes,65,No,Entertainment,0,Average,2,Cat_6,C
466153,Male,Yes,73,No,Entertainment,0,Average,2,Cat_6,A
466154,Female,Yes,45,Yes,Artist,1,Average,5,Cat_3,B
466154,Female,Yes,51,Yes,Artist,1,Average,5,Cat_3,A
466155,Male,Yes,40,Yes,Entertainment,1,Average,2,,A
466156,Female,Yes,48,Yes,Doctor,8,Average,3,Cat_2,A
466157,Male,Yes,72,Yes,Homemaker,9,Low,,,A
466157,Male,Yes,72,Yes,Homemaker,9,Low,,,A
466158,Female,Yes,47,Yes,Engineer,0,Low,4,Cat_6,B
466159,Female,Yes,50,Yes,Engineer,2,Average,3,Cat_6,C
466160,Female,Yes,51,Yes,Engineer,1,Average,2,Cat_6,C
466161,Male,Yes,46,No,Artist,0,Average,,Cat_6,C
466161,Male,Yes,47,No,Artist,1,Average,,Cat_6,A
466162,Female,Yes,73,Yes,Doctor,0,Low,1,Cat_4,B
466162,Female,Yes,67,Yes,Doctor,0,Low,1,Cat_4,A
466163,Male,Yes,79,,Lawyer,1,Low,1,Cat_4,D
466164,Female,No,43,Yes,Engineer,9,Low,1,Cat_6,A
466165,Female,No,49,Yes,Artist,0,Low,1,Cat_2,B
466166,Male,Yes,85,Yes,Lawyer,1,High,2,Cat_4,A
466166,Male,Yes,77,Yes,Lawyer,0,High,2,Cat_4,A
466167,Male,Yes,56,No,,1,Low,2,Cat_4,B
466168,Female,Yes,45,Yes,Executive,1,High,3,Cat_3,B
466169,Male,Yes,63,Yes,Artist,1,Low,1,Cat_1,C
466170,Male,Yes,74,Yes,Lawyer,1,Low,1,Cat_2,C
466171,Female,Yes,79,Yes,Lawyer,0,Low,1,Cat_3,A
466172,Male,Yes,53,Yes,Artist,3,Average,3,Cat_6,C
466172,Male,Yes,46,Yes,Artist,3,Average,3,Cat_6,A
466173,Male,No,28,No,Entertainment,1,Low,,Cat_3,A
466174,Female,No,20,No,Healthcare,8,Low,4,Cat_2,D
466175,Male,Yes,25,Yes,Doctor,1,Low,2,Cat_6,C
466176,Male,No,38,Yes,Doctor,8,Low,1,Cat_2,B
466177,Female,Yes,49,Yes,Artist,0,Average,3,Cat_6,C
466178,Female,Yes,50,Yes,Artist,1,Average,4,Cat_6,C
466178,Female,Yes,52,Yes,Artist,1,Average,4,Cat_6,A
466179,Male,Yes,71,No,Lawyer,0,Low,1,Cat_6,B
466180,Male,Yes,70,No,Lawyer,0,Low,1,Cat_6,B
466180,Male,Yes,67,No,Lawyer,1,Low,1,Cat_6,A
466181,Male,Yes,46,Yes,Entertainment,1,Low,2,Cat_3,C
466182,Female,No,41,Yes,Artist,2,Low,1,Cat_6,C
466183,Male,Yes,50,Yes,Entertainment,0,Average,2,Cat_3,C
466184,Female,No,35,Yes,Artist,3,Low,1,Cat_6,C
466185,Male,Yes,57,Yes,Doctor,0,Average,4,Cat_6,C
466185,Male,Yes,62,Yes,Doctor,0,Average,4,Cat_6,A
466186,Male,Yes,59,Yes,Artist,9,Average,4,Cat_6,C
466187,Female,Yes,56,Yes,Artist,4,Average,2,Cat_3,C
466188,Male,Yes,59,Yes,Artist,4,Low,1,Cat_4,B
466189,Female,Yes,56,Yes,Artist,0,Average,2,Cat_3,C
466190,Male,Yes,53,Yes,Executive,0,Low,2,Cat_2,C
466191,Male,Yes,48,Yes,Executive,0,High,3,Cat_2,C
466193,Male,Yes,84,No,Lawyer,0,Low,1,Cat_6,A
466194,Male,Yes,89,No,Lawyer,0,Low,1,Cat_6,A
466195,Male,No,19,No,Healthcare,1,Low,4,Cat_6,D
466196,Female,Yes,78,Yes,Lawyer,6,Low,1,Cat_4,A
466197,Female,Yes,31,No,Engineer,8,Low,2,Cat_4,C
466198,Male,Yes,70,No,Lawyer,0,High,2,Cat_3,C
466199,Female,Yes,38,Yes,Artist,1,Low,2,Cat_3,C
466200,Male,Yes,51,Yes,Doctor,8,Average,3,Cat_4,B
466200,Male,Yes,45,Yes,Doctor,8,Average,3,Cat_4,A
466201,Male,Yes,42,Yes,Doctor,1,Average,5,Cat_4,C
466201,Male,Yes,40,Yes,Doctor,1,Average,5,Cat_4,A
466202,Male,Yes,49,Yes,Artist,9,Average,2,Cat_6,C
466204,Male,Yes,50,Yes,Artist,0,Average,3,Cat_6,C
466205,Female,Yes,58,Yes,Artist,6,Low,1,Cat_6,C
466206,Female,Yes,60,Yes,Artist,2,Average,2,Cat_3,C
466206,Female,Yes,60,Yes,Artist,4,Average,2,Cat_3,A
466207,Female,Yes,37,Yes,Doctor,9,Average,4,Cat_2,C
466207,Female,Yes,37,Yes,Doctor,8,Average,4,Cat_2,A
466208,Male,Yes,67,No,Executive,2,High,1,Cat_6,C
466208,Male,Yes,69,No,Executive,2,High,1,Cat_6,A
466210,Female,Yes,60,Yes,Artist,1,High,4,Cat_6,C
466210,Female,Yes,58,Yes,Artist,1,High,4,Cat_6,A
466211,Male,Yes,47,Yes,Artist,0,Low,,Cat_6,C
466211,Male,Yes,52,Yes,Artist,1,Low,,Cat_6,A
466212,Female,Yes,53,Yes,Artist,0,Average,3,Cat_6,C
466213,Male,No,23,No,Healthcare,4,Low,5,Cat_6,D
466213,Male,No,20,No,Healthcare,2,Low,5,Cat_6,A
